aDNA_ID	Old_ID	Bone	Element	Layer	Layer2	Age	Size	Size2	d13C	d15N	Mean.Hydrogen.Content	Meand2HV-SMOW.corrected	Mean.Sulfur.Content	Meand34SV-corrected	C.N_ratio	C.S_ratio	N.S_ratio	LG01	LG02	LG07	LG12	LofotenSkrei	LofotenCoastal	NorthSea	Oresund	IrishSea	Iceland	IcFrontal	IcCoastal	WestCoast	northcentral	northernmost	population.assigment	ncno
COD342	2529	Vertebrae	Postcranial	Brann_1	A	1000-1175	80-100cm	2	-13.57	14.24	5.59785464903159	18.8457625748634	0.71	15.52	3.16	156.858957746479	49.6732476995305	AB	BB	AA	AB	0.157652478984164	0.01092389728235	0.0000542860330590431	0.000215136582537521	1.00979345005876E-10	0.82522156002359	0.528010863387332	0.297210696636258	0.00593264099331981	0.0171259609922457	0.982874039007754	IC	no
COD343	2530	Vertebrae	Postcranial	Brann_2	B	1175-1229 	80-100cm	2	-14.81	15.96	5.57928495456504	19.4821026057867	0.95302594570414	16.33	3.37	131.256920464146	38.9217651474209	AA	AA	BB	AA	1.62029609805468E-06	0.171688266600748	0.522129842545484	0.0294951859623206	0.0112075832752926	0.00826608521143585	0.000125312827247692	0.00814077238418815	0.257211416108621	0.991732294492466	0.0082677055075339	NS	nc
COD344	2531	Vertebrae	Postcranial	Brann_2	B	1175-1229 	50-80cm	1	-14.85	14.87	5.74864086408641	-1.92638594051082	0.69	13.84	3.23	169.190234975845	52.3455388267771	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
COD345	2532	Vertebrae	Postcranial	Brann_2	B	1175-1229 	80-100cm	2	-14.63	13.89	5.9825606794722	7.37113490709826	0.8	15.54	3.2	148.533333333333	46.4285714285714	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
COD346	2533	Vertebrae	Postcranial	Brann_2	B	1175-1229 	80-100cm	2	-14.4	14.59	5.71359390455266	14.4605772995515	0.88	15.0422936951475	3.11	129.461534040404	41.6235483116883	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
COD347	2534	Vertebrae	Postcranial	Brann_2	B	1175-1229 	80-100cm	2	-14.61	16.22	5.55015970568274	20.9671883904949	1.15	6.39	3.28	97.9516497004831	29.8630443064182	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
COD348	2535	Premaxilla	Cranial	Brann_2	B	1175-1229 	50-80cm	1	-19.3	14.22	NA	NA	NA	NA	4.76	NA	NA	AA	AA	AB	BB	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
COD349	2536	Articular	Cranial	Brann_2	B	1175-1229 	50-80cm	1	-15.14	15.39	6.09021498979099	9.81730195872309	1.22	14.22	3.42	93.8579234972677	27.4847775175644	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
COD350	2537	Vertebrae	Postcranial	Brann_2	B	1175-1229 	80-100cm	2	-14.76	13.28	6.21109688983877	12.2102976655898	0.83	12.94	3.15	132.626506024096	42.1617900172117	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
COD351	2538	Vertebrae	Postcranial	Brann_2	B	1175-1229 	80-100cm	2	-14.61	12.71	5.88093500681066	16.4249292123514	0.712305670267859	12.96	3.16	160.867267311767	50.8930787505825	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
COD353	2540	Dentary	Cranial	Brann_2	B	1175-1229 	50-80cm	1	-13.25	14.93	5.81883107167902	6.73542614866757	0.72	13.88	3.06	155.861615308642	50.929344973545	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
COD354	2541	Dentary	Cranial	Brann_2	B	1175-1229 	80-100cm	2	-12.9	16.45	5.39034637901119	7.62621046066135	0.89	13.65	3.09	131.582847041199	42.666925200642	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
COD355	2542	Vertebrae	Postcranial	Brann_2	B	1175-1229 	50-80cm	1	-14.37	14.06	5.5094747759849	-0.798414090122	0.78	14.11	3.05	146.773923874644	48.2146408791209	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
COD356	2543	Vertebrae	Postcranial	Brann_2	B	1175-1229 	50-80cm	1	-13.36	14.41	5.56073263660587	21.9791070698883	0.7	13.44	3.08	159.161904761905	51.6244897959184	AA	AA	AB	AA	0.0000917872546743645	0.337904628643823	0.323192048873634	0.0251611320447741	0.000297416913103246	0.0831298156331133	0.00333169258929895	0.0797981230438144	0.230223170636879	0.916778397112212	0.0832216028877877	NC_NS	nc
COD357	2544	Vertebrae	Postcranial	Brann_2	B	1175-1229 	>100cm	3	-14.16	14.39	5.5543971062409	-0.373258357445438	0.66	13.86	3.03	167.838383838384	55.4112554112554	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
COD358	2545	Vertebrae	Postcranial	Brann_2	B	1175-1229 	50-80cm	1	-14.88	14.05	5.66941484798506	1.48134991936699	0.72	16.9176182522921	3.1	153.771492839506	49.6633346031746	BB	BB	AA	AA	0.745094335725341	0.0000466032793457913	3.26197626827444E-08	1.69391866918418E-08	1.07319275756186E-15	0.254839102135351	0.236532601233706	0.0183065009016454	0.0000199093010115442	0.0000665621393077832	0.999933437860692	NEA	no
COD359	2546	Vertebrae	Postcranial	Brann_2	B	1175-1229 	50-80cm	1	-14.5	12.9996666666667	5.8182059224831	-2.41563283143593	0.67	17.4976885527642	3.07	164.099502487562	53.3901918976546	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	2547	Vertebrae	Postcranial	Brann_2	B	1175-1229 	80-100cm	2	-14.43	13.98	5.64879555893335	-1.42715790468174	0.66	16.57	3.07379160110358	175.030303030303	56.969696969697	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
COD360	2548	Vertebrae	Postcranial	Brann_2	B	1175-1229 	80-100cm	2	-14.62	14.4413333333333	5.62886392735728	-13.1991981065744	0.79	16.72	3.16	145.501175438916	46.1482820976492	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
COD361	2549	Vertebrae	Postcranial	Brann_2	B	1175-1229 	50-80cm	1	-14.37	13.6	5.59659744808607	4.27464061087158	0.695111687567413	15.69	3.04	164.27096351418	53.9798218811513	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
COD362	2550	Vertebrae	Postcranial	Brann_2	B	1175-1229 	80-100cm	2	-13.1	15.45	5.17774637122691	17.3960052662235	0.71	12.92	3.19	155.256767949922	48.6766519114688	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
COD363	2551	Vertebrae	Postcranial	Brann_2	B	1175-1229 	80-100cm	2	-14.75	13.63	5.22738022803629	12.8299956239046	0.67	16.12	3.16	159.833499038143	50.6083259132907	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
COD364	2552	Articular	Cranial	Brann_2	B	1175-1229 	80-100cm	2	-13.3	16.2	5.38803060765588	7.54187643795333	0.85	13.28	3.22	123.335267973856	38.3577400112045	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
COD365	2553	Vertebrae	Postcranial	Brann_2	B	1175-1229 	>100cm	3	-13.73	15.03	5.94555761686668	19.5694451033912	0.74	15.04	3.17	152.861280720721	48.220029034749	AB	BB	AA	AA	0.37069854057185	0.00301418180951384	3.97609265152696E-06	2.06475370110231E-06	3.64730122807872E-13	0.625623244883061	0.48141592330097	0.144207321582092	0.000657991888857207	0.0036782145450884	0.996321785454912	IC	no
COD366	2554	Vertebrae	Postcranial	Brann_2	B	1175-1229 	>100cm	3	-14.06	15.68	5.70637891680996	20.2430266745763	0.69180579513628	16.52	3.14	163.466430344003	52.0785356456973	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
COD367	2555	Dentary	Cranial	Brann_2	B	1175-1229 	>100cm	3	-12.04	16.13	5.86320931884791	10.0679470994665	0.64	13.7	3.06	178.5	58.3928571428571	AA	AA	AB	AB	3.68779447799695E-06	0.115692899465109	0.416866196779871	0.247674098275351	0.00777912911064012	0.0158824683981598	0.00034521664786151	0.0155372517502983	0.196101520176391	0.984113843807362	0.0158861561926378	NS	nc
COD368	2556	Vertebrae	Postcranial	Brann_2	B	1175-1229 	80-100cm	2	-14.73	13.69	5.26249057006999	24.9097055027173	0.77	17.22	3.15	137.038961038961	43.4582560296846	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
COD369	2557	Vertebrae	Postcranial	Brann_2	B	1175-1229 	50-80cm	1	-13.53	15.07	5.1279651431803	4.97398561875473	0.87	12.784114436681	3.14	126.239130727969	40.2346702572523	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
COD370	2558	Premaxilla	Cranial	Brann_2	B	1175-1229 	50-80cm	1	-13.83	16.17	5.28564720510039	15.7456114811699	0.84	12.08	3.25	132.014668783069	40.5975440362812	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	2559	Maxilla	Cranial	Brann_2	B	1175-1229 	50-80cm	1	-14.96	14.13	5.35363993120103	-7.02770848266725	0.65	13.66	3.16	174.419254153846	55.2533533772894	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
COD371	2560	Vertebrae	Postcranial	Brann_3	C	1250-1325	>100cm	3	-13.9	15.74	5.87917371948366	22.9455044432471	0.98	9.25	3.2	104.797427120181	32.808017414966	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	2561	Vertebrae	Postcranial	Brann_3	C	1250-1325	80-100cm	2	-14.58	14.49	6.2313337246017	4.99236355597716	0.779705897364172	10.41	2.97	140.626442089113	47.3561563234643	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
COD372	2562	Articular	Cranial	Brann_3	C	1250-1325	80-100cm	2	-13.06	16.31	5.94667049094125	34.3543317686048	0.77	12.1	3.05	138.415219509379	45.385456524428	AB	AA	AA	AA	0.0609019381586244	0.0599190684142447	0.00956395390271571	0.00102613350897096	1.35330536308518E-07	0.832254734253077	0.253615170274532	0.578639563978546	0.0363340364318304	0.106843327588298	0.893156672411702	IC	no
COD373	2563	Vertebrae	Postcranial	Brann_3	C	1250-1325	50-80cm	1	-13.81	14.4	5.76815072202918	4.07994454598861	0.89	9.44	3.1	124.353765093633	40.1619369502408	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
COD374	2564	Vertebrae	Postcranial	Brann_3	C	1250-1325	50-80cm	1	-14.62	14.05	6.12188652027568	15.8412476881126	0.77	12.32	3.03	143.930246349206	47.5888668893012	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
COD375	2565	Vertebrae	Postcranial	Brann_3	C	1250-1325	50-80cm	1	-13.18	13.44	5.19220810228433	-13.8089862834502	0.86	10.92	3.03	128.66799875969	42.5026252934662	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
COD376	2566	Vertebrae	Postcranial	Brann_3	C	1250-1325	80-100cm	2	-15.03	15.57	5.19174423758865	24.7525607068185	0.91	8.94	3.26	121.765104859585	37.4690307482993	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
COD377	2567	Premaxilla	Cranial	Brann_3	C	1250-1325	50-80cm	1	-15.93	14.5	5.55154922538731	18.1795622276638	1.41	10.48	3.48	72.6859873286052	20.945962688281	AA	AA	AB	AB	3.68779447799695E-06	0.115692899465109	0.416866196779871	0.247674098275351	0.00777912911064012	0.0158824683981598	0.00034521664786151	0.0155372517502983	0.196101520176391	0.984113843807362	0.0158861561926378	NS	nc
COD378	2568	Vertebrae	Postcranial	Brann_3	C	1250-1325	50-80cm	1	-14.17	15.08	5.99834066536319	16.9254599240791	0.9	12.23	3.23	112.568531358025	34.9216788148148	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	2569	Vertebrae	Postcranial	Brann_3	C	1250-1325	50-80cm	1	-14.45	14.94	5.92526643231782	27.1178273047608	1.05	8.68	3.15	104.684072296296	33.26503169161	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
COD379	2570	Dentary	Cranial	Brann_3	C	1250-1325	>100cm	3	-13.11	16.07	6.11977353252985	38.0525966921174	0.623793125414083	14.83	2.99	173.271763268963	58.2092150604782	AB	AA	AB	AA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
COD380	2571	Articular	Cranial	Brann_3	C	1250-1325	>100cm	3	-13.23	14.55	5.35857696151924	4.91551001486334	0.86	15.5	3.04	141.225194521964	46.5692796456257	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
COD381	2572	Vertebrae	Postcranial	Brann_3	C	1250-1325	>100cm	3	-13.31	13.38	5.40036861074705	9.52927104937626	0.72	16.7959520778172	2.99	151.924090740741	50.9372904761905	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
COD383	2574	Cleithrum	Postcranial	Brann_3	C	1250-1325	80-100cm	2	-12.97	15.34	5.37090931697613	14.1550737139258	0.75	13.61	2.99	150.033644681481	50.2865622349206	AA	AA	BB	AB	4.23711904263959E-08	0.0382600145519564	0.43833533254236	0.188970278290562	0.190795989931383	0.00104011705102148	8.45112036378254E-06	0.0010316659306577	0.142598225261527	0.998959840577788	0.00104015942221191	NS	nc
COD384	2575	Vertebrae	Postcranial	Brann_3	C	1250-1325	50-80cm	1	-13.03	14.85	5.71135526351043	5.25182778840163	0.69	15.08	3.13	159.92270531401	51.1801242236025	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
COD385	2576	Vertebrae	Postcranial	Brann_3	C	1250-1325	80-100cm	2	-15.12	14.11	5.38310434626437	-0.888324509458075	0.75	11.07	3.08	141.38067602963	45.891105015873	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	2577	Vertebrae	Postcranial	Brann_3	C	1250-1325	50-80cm	1	-25.13	11.48	NA	NA	NA	NA	8.01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
COD386	2578	Vertebrae	Postcranial	Brann_3	C	1250-1325	50-80cm	1	-15.49	14.78	5.14585350621926	14.2714650024891	1.04	11.34	3.43	91.9661141025641	26.8756122344322	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
COD387	2579	Vertebrae	Postcranial	Brann_3	C	1250-1325	50-80cm	1	-14.41	14.23	6.11942267502612	6.73792275334085	0.62	16.11	2.97	174.752688172043	58.8755760368664	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
COD388	2580	Vertebrae	Postcranial	Brann_3	C	1250-1325	50-80cm	1	-15.08	13.98	5.76192885123358	1.50731088418694	0.78	13.03	3.2	138.942027008547	43.5002453724054	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
COD389	2581	Dentary	Cranial	Brann_3	C	1250-1325	80-100cm	2	-12.71	15.96	5.51517644484731	14.5858846876508	0.72	12.68	3.15	151.153821851852	48.0264807407407	AA	AA	BB	AB	4.23711904263959E-08	0.0382600145519564	0.43833533254236	0.188970278290562	0.190795989931383	0.00104011705102148	8.45112036378254E-06	0.0010316659306577	0.142598225261527	0.998959840577788	0.00104015942221191	NS	nc
COD390	2582	Vertebrae	Postcranial	Brann_3	C	1250-1325	80-100cm	2	-13.44	15.44	5.49812864211105	17.6506784459686	0.62	15.78	3.12	171.77107827957	55.061910906298	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
COD391	2583	Vertebrae	Postcranial	Brann_3	C	1250-1325	50-80cm	1	-14.77	14.25	5.42608644859813	10.7664838060503	0.708689272266195	16.33	3.17	155.931056093592	49.2176209870699	BB	BB	AA	AA	0.745094335725341	0.0000466032793457913	3.26197626827444E-08	1.69391866918418E-08	1.07319275756186E-15	0.254839102135351	0.236532601233706	0.0183065009016454	0.0000199093010115442	0.0000665621393077832	0.999933437860692	NEA	no
COD392	2584	Vertebrae	Postcranial	Brann_3	C	1250-1325	>100cm	3	-15.47	14.88	4.37751641970225	5.33580964847528	0.79	11.76	3.55	108.747671336146	30.6024474502712	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
COD393	2585	Dentary	Cranial	Brann_3	C	1250-1325	80-100cm	2	-13.53	15.5	5.56485426112705	25.0179863685092	0.72	13.44	3.12	151.041351975309	48.4359292063492	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
COD394	2586	Vertebrae	Postcranial	Brann_3	C	1250-1325	80-100cm	2	-14.38	13.48	5.82169666674947	0.358742935612638	0.68	14.62	3.02	165.297339477124	54.7648299159664	AB	AB	AB	AA	0.0457906920810048	0.117883475215687	0.00543881191318454	0.000931528679064852	1.44533738856187E-07	0.735647570088652	0.226891199802974	0.508756370285679	0.0943077774886682	0.218561737830343	0.781438262169657	IC	no
COD395	2587	Cleithrum	Postcranial	Brann_3	C	1250-1325	50-80cm	1	-14.17	15.09	5.34912743471045	-1.94270461936531	0.71	16.44	3.06	159.691288513302	52.2151865861838	BB	BB	AA	AA	0.745094335725341	0.0000466032793457913	3.26197626827444E-08	1.69391866918418E-08	1.07319275756186E-15	0.254839102135351	0.236532601233706	0.0183065009016454	0.0000199093010115442	0.0000665621393077832	0.999933437860692	NEA	no
COD396	2588	Vertebrae	Postcranial	Brann_4	D	1275-1375	50-80cm	1	-15.14	15.6	NA	NA	NA	NA	3.64	NA	NA	AA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
COD397	2589	Vertebrae	Postcranial	Brann_4	D	1275-1375	80-100cm	2	-12.85	14.56	5.3415881191578	10.3862257578801	0.72	13.99	3.14	153.266477530864	48.85152	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
COD398	2590	Vertebrae	Postcranial	Brann_4	D	1275-1375	50-80cm	1	-12.47	15.88	5.37125700934579	22.2088217774198	0.91	8.06	3.16	120.126915262515	38.0572225641026	AA	AA	AB	AA	0.0000917872546743645	0.337904628643823	0.323192048873634	0.0251611320447741	0.000297416913103246	0.0831298156331133	0.00333169258929895	0.0797981230438144	0.230223170636879	0.916778397112212	0.0832216028877877	NC_NS	nc
COD399	2591	Vertebrae	Postcranial	Brann_4	D	1275-1375	>100cm	3	-12.25	15.75	5.33054195449004	29.0229768074031	0.732896946283368	10.5	3.12	151.425172220873	48.565932495079	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
COD400	2592	Vertebrae	Postcranial	Brann_4	D	1275-1375	>100cm	3	-12.32	15.88	5.45192198293377	26.9671464279621	0.79	14.74	3.12	140.770998706048	45.1784912356841	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
COD401	2593	Vertebrae	Postcranial	Brann_4	D	1275-1375	50-80cm	1	-15.08	13.55	5.66075934579439	0.167849233602657	0.74	13.9	3.2	143.772535855856	44.9927863063063	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
COD402	2594	Vertebrae	Postcranial	Brann_4	D	1275-1375	>100cm	3	-13.4	14.42	5.4534541226308	17.6443645607713	0.71	15.27	3.08	151.158041189358	49.1242148356807	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
COD403	2595	Vertebrae	Postcranial	Brann_4	D	1275-1375	80-100cm	2	-15.12	15.42	NA	NA	NA	NA	3.66	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
COD404	2596	Vertebrae	Postcranial	Brann_4	D	1275-1375	80-100cm	2	-11.88	15.69	5.45753118788853	13.4474224228533	0.62	14.94	3.14	172.163006308244	54.9208421505376	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
COD405	2597	Vertebrae	Postcranial	Brann_4	D	1275-1375	80-100cm	2	-13.29	15.49	5.42572429906542	17.8050696264234	0.69	15.69	3.21	158.600688309179	49.4966750034507	AA	AA	AB	AA	0.0000917872546743645	0.337904628643823	0.323192048873634	0.0251611320447741	0.000297416913103246	0.0831298156331133	0.00333169258929895	0.0797981230438144	0.230223170636879	0.916778397112212	0.0832216028877877	NC_NS	nc
COD406	2598	Vertebrae	Postcranial	Brann_8	H	NA	80-100cm	2	-17.13	15.36	NA	NA	NA	NA	4.29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
COD407	2599	Vertebrae	Postcranial	Brann_8	H	NA	>100cm	3	-13.75	14.65	NA	NA	NA	NA	3.26	NA	NA	AA	NA	AA	AB	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
COD408	2600	Vertebrae	Postcranial	Brann_5	E	1325-1500	80-100cm	2	-12.83	14.88	5.79	26.46	0.65	13.0997711414347	3.23	189.292307692308	58.6901098901099	AB	AA	AB	AA	0.00683278501442961	0.193493403774178	0.0981996543967298	0.00764503483188529	0.0000324113225115642	0.435802777311073	0.0606262170672633	0.37517656024381	0.257993933349192	0.557364437674497	0.442635562325503	IC	NA
COD413	2605	Vertebrae	Postcranial	Brann_5	E	1325-1500	80-100cm	2	-13.95	14.6	5.57	6.89	0.59	14.04	3.28	204.022598870057	62.1404358353511	BB	BB	AA	AA	0.745094335725341	0.0000466032793457913	3.26197626827444E-08	1.69391866918418E-08	1.07319275756186E-15	0.254839102135351	0.236532601233706	0.0183065009016454	0.0000199093010115442	0.0000665621393077832	0.999933437860692	NEA	no
COD414	2606	Vertebrae	Postcranial	Brann_6	F	1400-1600	>100cm	3	-14.2	15.77	5.29	13.34	0.5	12.17	3.46	220.693333333333	64.3657142857143	AA	AA	BB	AB	4.23711904263959E-08	0.0382600145519564	0.43833533254236	0.188970278290562	0.190795989931383	0.00104011705102148	8.45112036378254E-06	0.0010316659306577	0.142598225261527	0.998959840577788	0.00104015942221191	NS	nc
